#  i        E [GeV]   yield [GeV^-1 ann^-1]
 216   0.833739E+01   0.405985E-01
 217   0.914176E+01   0.380685E-01
 218   0.100237E+02   0.355723E-01
 219   0.109908E+02   0.331225E-01
 220   0.120512E+02   0.307324E-01
 221   0.132139E+02   0.283884E-01
 222   0.144887E+02   0.260981E-01
 223   0.158866E+02   0.238872E-01
 224   0.174193E+02   0.217646E-01
 225   0.190999E+02   0.197366E-01
 226   0.209426E+02   0.177890E-01
 227   0.229631E+02   0.159407E-01
 228   0.251785E+02   0.142017E-01
 229   0.276077E+02   0.125770E-01
 230   0.302712E+02   0.110715E-01
 231   0.331917E+02   0.967958E-02
 232   0.363940E+02   0.840852E-02
 233   0.399052E+02   0.726219E-02
 234   0.437552E+02   0.623641E-02
 235   0.479767E+02   0.532569E-02
 236   0.526054E+02   0.452305E-02
 237   0.576806E+02   0.382757E-02
 238   0.632456E+02   0.322905E-02
 239   0.693474E+02   0.271618E-02
 240   0.760379E+02   0.227854E-02
 241   0.833739E+02   0.191004E-02
 242   0.914176E+02   0.159809E-02
 243   0.100237E+03   0.133108E-02
 244   0.109908E+03   0.110070E-02
 245   0.120512E+03   0.899528E-03
 246   0.132139E+03   0.718393E-03
 247   0.144887E+03   0.547702E-03
 248   0.158866E+03   0.384315E-03
 249   0.174193E+03   0.225943E-03
 250   0.190999E+03   0.918583E-04
